SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
183,184,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
184,185,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
185,186,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
186,187,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
187,188,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
188,189,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
189,190,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
190,191,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,OBC,OBC,Allotted
191,192,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,OBC,OBC,Allotted
192,193,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
193,194,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
194,195,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
195,196,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
196,197,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
197,198,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
198,199,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
199,200,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
200,201,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",MBBS,Open,OBC,Allotted
201,202,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
202,203,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu University",MBBS,Open,General,Allotted
203,204,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
204,205,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
205,206,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
206,207,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,OBC,Allotted
207,208,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
208,209,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
209,210,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
210,211,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
211,212,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
212,213,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
213,214,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
214,215,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
215,216,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
216,217,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
217,218,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
218,219,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
219,220,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
220,221,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",MBBS,Open,General,Allotted
221,222,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
222,223,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
223,224,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
224,225,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
225,226,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
226,227,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
227,228,All India,"Seth GS Medical College, Mumbai,ACHARYA DONDE MARG PAREL MUMBAI",MBBS,Open,General,Allotted
228,229,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
229,230,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
230,231,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
231,232,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
232,233,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,OBC,OBC,Allotted
233,234,All India,"Government Medical College, Kozhikode, Calicut,Principal, Govt. Medical College, Medical College (P.O)- Kozhikode",MBBS,Open,OBC,Allotted
234,235,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
235,236,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
236,237,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
237,238,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
238,239,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
239,240,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
240,241,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
241,242,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
242,243,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
243,244,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
244,245,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
245,246,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
246,247,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
247,248,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
248,249,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
249,250,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,OBC,Allotted
250,251,All India,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (Female Seat only )",MBBS,Open,General,Allotted
251,252,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
252,253,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
253,254,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",MBBS,Open,General,Allotted
254,255,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
255,256,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
256,257,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
257,258,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
258,259,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
259,260,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,ST,ST,Allotted
260,261,All India,"Seth GS Medical College, Mumbai,ACHARYA DONDE MARG PAREL MUMBAI",MBBS,Open,General,Allotted
261,262,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
262,263,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
263,264,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,OBC,OBC,Allotted
264,265,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
265,266,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
266,267,Self-Financed Merit Seat,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted
267,268,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
268,269,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
269,270,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
270,271,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
271,272,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
272,273,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
273,274,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
274,275,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
275,276,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
276,277,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
277,278,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
278,279,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
279,280,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
280,281,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
281,282,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
282,283,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
283,284,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
284,285,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
285,286,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
286,287,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
287,288,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",MBBS,Open,General,Allotted
288,289,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,OBC,Allotted
289,290,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
290,291,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
291,292,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,EWS,EWS,Allotted
292,293,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
293,294,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu University",MBBS,Open,General,Allotted
294,295,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
295,296,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,EWS,Allotted
296,297,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
297,298,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
298,299,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
299,300,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,General,Allotted
300,301,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
301,302,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
302,303,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
303,304,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
304,305,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
305,306,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
306,307,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
307,308,All India,"King George Medical University, Lucknow,SHAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",MBBS,Open,General,Allotted
308,309,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,Open,OBC,Allotted
309,310,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,EWS,Allotted
310,311,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
311,312,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,OBC,OBC,Allotted
312,313,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
313,314,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
314,315,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
315,316,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
316,317,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
317,318,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
318,319,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,OBC,OBC,Allotted
319,320,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
320,321,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
321,322,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
322,323,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099",MBBS,Open,General,Allotted
323,324,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
324,325,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TAMIL NADU.",MBBS,Open,General,Allotted
325,326,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
326,327,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
327,328,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",MBBS,Open,General,Allotted
328,329,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
329,330,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
330,331,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,OBC,Allotted
331,332,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
332,333,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
333,334,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
334,335,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,EWS,Allotted
335,336,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
336,337,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
337,338,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
338,339,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
339,340,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
340,341,Delhi University Quota,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,Open,General,Allotted
341,342,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH",MBBS,Open,OBC,Allotted
342,343,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,General,Allotted
343,344,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,Open,OBC,Allotted
344,345,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,OBC,OBC,Allotted
345,346,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
346,347,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,EWS,EWS,Allotted
347,348,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,OBC,OBC,Allotted
348,349,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,EWS,EWS,Allotted
349,350,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
350,351,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg New Delhi",MBBS,EWS,EWS,Allotted
351,352,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",MBBS,Open,General,Allotted
352,353,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
353,354,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
354,355,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
355,356,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",MBBS,OBC,OBC,Allotted
356,357,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
357,358,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",MBBS,OBC,OBC,Allotted
358,359,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
359,360,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001",MBBS,Open,General,Allotted
360,361,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,General,Allotted
361,362,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
362,363,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203",MBBS,Open,General,Allotted
363,364,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099",MBBS,Open,General,Allotted
364,365,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",MBBS,SC,SC,Allotted
365,366,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
366,367,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",MBBS,Open,General,Allotted
367,368,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",MBBS,Open,OBC,Allotted
